"fullname","num_unique_author_inblock","num_citaion_in_block","block_size","is_top100_chinese_name"
"soohyun, park",3,28,9.333333333333334,0
"david, robertson",5,46,9.2,0
"simon, jones",5,152,30.4,0
"david, palma",3,43,14.333333333333334,0
"kashif, munir",3,74,24.666666666666668,0
"asif, khan",9,60,6.666666666666667,0
"ravi, yadav",3,18,6,0
"mahmoud, kamel",3,16,5.333333333333333,0
"richard, walker",6,131,21.833333333333332,0
"anand, sharma",4,30,7.5,0
"yingying, xing",3,8,2.6666666666666665,0
"masaru, tanaka",3,152,50.666666666666664,0
"patrick, hayes",3,21,7,0
"vivek, pandey",3,12,4,0
"heather, smith",3,11,3.6666666666666665,0
"michael, young",6,116,19.333333333333332,0
"tyler, kelly",3,20,6.666666666666667,0
"sandeep, gupta",9,127,14.11111111111111,0
"sergei, popov",3,129,43,0
"eduardo, pires",3,37,12.333333333333334,0
"arindam, sarkar",3,32,10.666666666666666,0
"shweta, sharma",5,27,5.4,0
"daniel, robinson",3,41,13.666666666666666,0
"bruno, silva",19,194,10.210526315789474,0
"robert, morgan",4,38,9.5,0
"fernando, santos",9,101,11.222222222222221,0
"dinh, bui",3,18,6,0
"sergey, mironov",3,63,21,0
"mina, kim",3,12,4,0
"andreas, maier",4,130,32.5,0
"mihaela, stefan",3,74,24.666666666666668,0
"akhil, sharma",3,14,4.666666666666667,0
"john, wilson",11,228,20.727272727272727,0
"sergey, morozov",6,140,23.333333333333332,0
"debabrata, ghosh",4,36,9,0
"mohamed, hassan",22,189,8.590909090909092,0
"xiao, teng",3,7,2.3333333333333335,0
"abhay, singh",5,102,20.4,0
"jonathan, lane",3,47,15.666666666666666,0
"steven, abel",3,52,17.333333333333332,0
"jorge, teixeira",3,36,12,0
"steven, roberts",5,159,31.8,0
"gautam, kumar",7,32,4.571428571428571,0
"adrian, smith",4,73,18.25,0
"sean, hughes",3,87,29,0
"ashish, jain",5,69,13.8,0
"carlos, rocha",3,28,9.333333333333334,0
"jimin, kim",5,65,13,0
"daniele, rossi",4,109,27.25,0
"gurvinder, kaur",3,10,3.3333333333333335,0
"alvaro, gonzalez",3,28,9.333333333333334,0
"ricardo, correia",7,134,19.142857142857142,0
"suman, saha",3,30,10,0
"matthew, burgess",3,33,11,0
"paula, pinto",3,88,29.333333333333332,0
"sara, freitas",4,21,5.25,0
"hyo jung, kim",3,22,7.333333333333333,0
"jieun, kim",7,37,5.285714285714286,0
"gregory, miller",5,34,6.8,0
"bruno, oliveira",7,166,23.714285714285715,0
"meike, köhler",3,54,18,0
"alberto, ferrari",3,45,15,0
"david, ribeiro",3,51,17,0
"giuseppe, marano",3,102,34,0
"marcelo, rocha",3,28,9.333333333333334,0
"sadia, khan",3,10,3.3333333333333335,0
"jiri, pospisil",3,96,32,0
"pedro, branco",3,63,21,0
"arshad, khan",6,94,15.666666666666666,0
"robin, taylor",3,79,26.333333333333332,0
"timothy, sutton",3,30,10,0
"hyung jun, park",4,13,3.25,0
"michał, piątek",3,15,5,0
"anthony, rowe",3,51,17,0
"wang, ying",3,10,3.3333333333333335,0
"james, lee",18,267,14.833333333333334,0
"mohamed, sherif",3,45,15,0
"helen, smith",5,31,6.2,0
"seungjun, lee",4,40,10,0
"ana, mendes",3,36,12,0
"lee, wilson",3,23,7.666666666666667,0
"irina, pavlova",4,23,5.75,0
"stephen, graves",4,179,44.75,0
"rui, pinto",4,23,5.75,0
"ramandeep, singh",3,12,4,0
"robert, walker",13,209,16.076923076923077,0
"jan, svoboda",4,109,27.25,0
"kelly, johnson",3,7,2.3333333333333335,0
"richard, grant",3,196,65.33333333333333,0
"david, farmer",4,34,8.5,0
"marta, vila",3,73,24.333333333333332,0
"john, delaney",4,19,4.75,0
"fatemeh, kazemi",3,34,11.333333333333334,0
"rahul, goel",3,18,6,0
"luis, dias",5,193,38.6,0
"daniel, correa",3,115,38.333333333333336,0
"subhash, yadav",3,28,9.333333333333334,0
"kunal, kumar",3,14,4.666666666666667,0
"eric, nelson",3,26,8.666666666666666,0
"joseph, roberts",5,50,10,0
"juan, garcia",3,75,25,0
"caroline, santos",3,11,3.6666666666666665,0
"kenneth, tran",3,34,11.333333333333334,0
"anna, powell",3,10,3.3333333333333335,0
"mikhail, maslov",4,92,23,0
"mikhail, makarov",3,58,19.333333333333332,0
"youngjun, kim",5,31,6.2,0
"faheem, ahmed",3,111,37,0
"emily, johnson",5,39,7.8,0
"luis, teixeira",3,135,45,0
"vivek, verma",6,80,13.333333333333334,0
"ji-eun, kim",3,24,8,0
"paulo, souza",3,67,22.333333333333332,0
"fei, tong",4,34,8.5,0
"james, mcdonald",7,123,17.571428571428573,0
"mark, roberts",5,56,11.2,0
"paul, anderson",4,113,28.25,0
"anton, nazarov",3,17,5.666666666666667,0
"dmitry, alekseev",3,19,6.333333333333333,0
"michael, murphy",16,668,41.75,0
"sean, brown",3,26,8.666666666666666,0
"stefan, wagner",7,150,21.428571428571427,0
"jane, ferguson",4,63,15.75,0
"rakesh, sharma",5,104,20.8,0
"catherine, adams",3,20,6.666666666666667,0
"jiyeon, kang",3,42,14,0
"kevin, anderson",5,56,11.2,0
"muhammad, kashif",8,104,13,0
"mark, gibson",3,20,6.666666666666667,0
"david, bennett",4,178,44.5,0
"erwin, erwin",3,28,9.333333333333334,0
"andrew, pearson",4,51,12.75,0
"hanan, alghamdi",3,28,9.333333333333334,0
"antónio, santos",5,73,14.6,0
"vikram, saini",3,37,12.333333333333334,0
"thomas, hughes",6,150,25,0
"susan, hopkins",3,209,69.66666666666667,0
"ashutosh, gupta",4,63,15.75,0
"rachel, king",3,20,6.666666666666667,0
"ashish, shrestha",3,23,7.666666666666667,0
"justin, smith",5,23,4.6,0
"stefan, eriksson",3,178,59.333333333333336,0
"changhyun, lee",3,41,13.666666666666666,0
"michael, mcmanus",3,97,32.333333333333336,0
"david, hall",19,353,18.57894736842105,0
"daniel, page",3,17,5.666666666666667,0
"daniel, george",4,46,11.5,0
"daniel, vega",3,79,26.333333333333332,0
"andrew, jamieson",4,46,11.5,0
"paul, jung",4,41,10.25,0
"philip, thomas",3,11,3.6666666666666665,0
"muhammad, asif",15,136,9.066666666666666,0
"jeffrey, weiss",3,9,3,0
"satoshi, uchida",4,130,32.5,0
"anna, olejnik",3,75,25,0
"saif, ullah",5,53,10.6,0
"adam, watson",3,20,6.666666666666667,0
"steven, singer",3,66,22,0
"jonathan, cooper",5,87,17.4,0
"sang, lee",6,36,6,0
"hoda, ahmed",5,43,8.6,0
"olga, afanaseva",3,16,5.333333333333333,0
"john, zimmerman",3,86,28.666666666666668,0
"michael, foster",4,15,3.75,0
"mikhail, lebedev",5,173,34.6,0
"mahmoud, shaaban",3,30,10,0
"timothy, carroll",4,103,25.75,0
"oleg, borodin",3,23,7.666666666666667,0
"keith, harris",3,38,12.666666666666666,0
"michael, wallner",3,64,21.333333333333332,0
"eduardo, fonseca",3,233,77.66666666666667,0
"irina, kiseleva",3,51,17,0
"andrew, carr",4,48,12,0
"gustavo, lima",4,71,17.75,0
"wafaa, mohamed",3,28,9.333333333333334,0
"jennifer, scott",3,37,12.333333333333334,0
"ghulam, hussain",4,50,12.5,0
"miguel, xavier",3,86,28.666666666666668,0
"melissa, wilson",4,131,32.75,0
"steven, day",3,56,18.666666666666668,0
"sanjay, patel",5,134,26.8,0
"john, perry",3,30,10,0
"patrícia, neves",3,64,21.333333333333332,0
"juan, hernandez",3,66,22,0
"ranjeet, singh",3,12,4,0
"nitin, kumar",11,121,11,0
"michael, tuite",3,28,9.333333333333334,0
"john, woodward",3,25,8.333333333333334,0
"aleksei, titov",3,17,5.666666666666667,0
"nikolay, ivanov",4,48,12,0
"thomas, powell",3,28,9.333333333333334,0
"william, brown",3,25,8.333333333333334,0
"ashok, kumar",27,357,13.222222222222221,0
"victoria, martin",3,23,7.666666666666667,0
"tobias, müller",4,55,13.75,0
"katie, edwards",3,58,19.333333333333332,0
"dong joon, kim",3,138,46,0
"andrew, ross",9,119,13.222222222222221,0
"michael, bock",3,169,56.333333333333336,0
"mark, bates",3,52,17.333333333333332,0
"jin woo, lee",3,16,5.333333333333333,0
"christina, lee",5,67,13.4,0
"pradeep, mishra",4,16,4,0
"sandeep, saini",3,27,9,0
"stefan, fischer",3,16,5.333333333333333,0
"ashley, anderson",3,24,8,0
"marina, fomina",3,82,27.333333333333332,0
"christian, wolff",4,79,19.75,0
"james, fraser",7,161,23,0
"ana, carvalho",11,297,27,0
"laura, gray",3,23,7.666666666666667,0
"mehmet, dogan",3,16,5.333333333333333,0
"lokesh, kumar",3,21,7,0
"atanu, banerjee",3,55,18.333333333333332,0
"johannes, schmid",3,95,31.666666666666668,0
"sumit, sharma",5,39,7.8,0
"tamas, kiss",4,136,34,0
"paulo, sampaio",3,67,22.333333333333332,0
"rachel, thomson",4,142,35.5,0
"kelly, stewart",3,16,5.333333333333333,0
"laura, edwards",4,26,6.5,0
"james, hamilton",6,369,61.5,0
"ricardo, medina",4,22,5.5,0
"noam, harel",3,115,38.333333333333336,0
"daniela, pereira",3,9,3,0
"laura, smith",4,36,9,0
"liu, qiang",3,32,10.666666666666666,0
"emily, cohen",4,33,8.25,0
"morgan, smith",3,14,4.666666666666667,0
"robert, klein",3,70,23.333333333333332,0
"daniel, wright",4,50,12.5,0
"vikas, gupta",11,214,19.454545454545453,0
"ravinder, kumar",9,60,6.666666666666667,0
"mohamed, ghanem",3,34,11.333333333333334,0
"avishek, ghosh",3,17,5.666666666666667,0
"rita, costa",5,38,7.6,0
"thomas, werner",3,73,24.333333333333332,0
"mahmoud, sayed",3,25,8.333333333333334,0
"james, kelly",3,49,16.333333333333332,0
"bruno, torres",3,23,7.666666666666667,0
"alice, king",3,47,15.666666666666666,0
"manuel, alvarez",4,38,9.5,0
"sergey, kuzmin",4,93,23.25,0
"arshad, ahmad",3,121,40.333333333333336,0
"tiago, lima",5,32,6.4,0
"robert, bradley",3,56,18.666666666666668,0
"bruno, fernandes",6,84,14,0
"caio, santos",3,14,4.666666666666667,0
"luis, torres",3,174,58,0
"david, munro",3,20,6.666666666666667,0
"toru, suzuki",4,110,27.5,0
"david, ross",6,82,13.666666666666666,0
"amy, williams",3,13,4.333333333333333,0
"akira, yamaguchi",3,43,14.333333333333334,0
"andrey, andreev",4,61,15.25,0
"david, kennedy",9,243,27,0
"john, marshall",4,63,15.75,0
"emma, williams",3,135,45,0
"zakir, hossain",4,9,2.25,0
"helena, ferreira",7,159,22.714285714285715,0
"deepak, agrawal",4,101,25.25,0
"mohamed, mansour",4,37,9.25,0
"fida, hussain",3,18,6,0
"hiroshi, takase",3,38,12.666666666666666,0
"sarah, kim",3,11,3.6666666666666665,0
"david, taylor",10,327,32.7,0
"sachin, kulkarni",3,6,2,0
"seung hyun, lee",8,91,11.375,0
"jessica, allen",4,52,13,0
"michal, novák",3,24,8,0
"thomas, morgan",4,133,33.25,0
"tamer, ibrahim",3,26,8.666666666666666,0
"jorge, garcía",3,16,5.333333333333333,0
"shinji, saito",3,133,44.333333333333336,0
"nam, nguyen",3,17,5.666666666666667,0
"raj, kumar",5,27,5.4,0
"johan, larsson",3,8,2.6666666666666665,0
"robert, hill",11,104,9.454545454545455,0
"helen, mccarthy",3,26,8.666666666666666,0
"manoj, tripathi",3,33,11,0
"benjamin, adams",4,46,11.5,0
"daniel, richards",5,47,9.4,0
"vladimir, kuzmin",3,10,3.3333333333333335,0
"kyle, morgan",3,35,11.666666666666666,0
"jung eun, kim",5,36,7.2,0
"ricardo, torres",7,190,27.142857142857142,0
"siobhan, clarke",3,131,43.666666666666664,0
"prashant, sharma",6,101,16.833333333333332,0
"rui, ribeiro",5,196,39.2,0
"brendan, kennedy",4,392,98,0
"james, findlay",3,16,5.333333333333333,0
"hilary, brown",3,23,7.666666666666667,0
"ana, lima",8,39,4.875,0
"matthew, kearney",4,43,10.75,0
"bart, jacobs",3,31,10.333333333333334,0
"abbas, mohammadi",3,165,55,0
"kulwant, singh",5,88,17.6,0
"sang soo, lee",4,54,13.5,0
"steve, martin",3,21,7,0
"hui, zeng",4,70,17.5,0
"rajat, jain",3,21,7,0
"lauren, williams",3,80,26.666666666666668,0
"joseph, williams",4,51,12.75,0
"jiyoung, lee",5,18,3.6,0
"chris, white",3,45,15,0
"jonas, eriksson",3,60,20,0
"henry, wong",3,55,18.333333333333332,0
"jonathan, harris",5,136,27.2,0
"michael, hannon",3,121,40.333333333333336,0
"jéssica, silva",3,12,4,0
"joshua, hughes",3,25,8.333333333333334,0
"nuno, cruz",5,162,32.4,0
"alexandra, rosa",3,35,11.666666666666666,0
"kevin, baker",4,65,16.25,0
"yusuf, khan",3,52,17.333333333333332,0
"diogo, marques",3,21,7,0
"kavitha, d",3,20,6.666666666666667,0
"paul, kelly",4,161,40.25,0
"alexander, hall",3,23,7.666666666666667,0
"mi yeon, kim",3,13,4.333333333333333,0
"morten, nielsen",4,66,16.5,0
"marek, nowak",3,18,6,0
"onur, yilmaz",4,41,10.25,0
"david, watson",9,159,17.666666666666668,0
"kevin, king",4,62,15.5,0
"cheng, chi",5,24,4.8,0
"john, graham",4,150,37.5,0
"rafael, miranda",4,97,24.25,0
"roberto, garcía",3,98,32.666666666666664,0
"olga, kalinina",3,58,19.333333333333332,0
"rachel, atkinson",3,17,5.666666666666667,0
"diego, alvarez",3,79,26.333333333333332,0
"catherine, jones",5,65,13,0
"michael, francis",3,34,11.333333333333334,0
"irina, romanova",5,78,15.6,0
"elena, panova",3,33,11,0
"roberto, barbosa",3,10,3.3333333333333335,0
"ewa, majewska",3,19,6.333333333333333,0
"andrea, armani",3,101,33.666666666666664,0
"charlotte, smith",5,21,4.2,0
"andrea, collins",4,40,10,0
"jangho, park",3,8,2.6666666666666665,0
"beatriz, lara",3,48,16,0
"jennifer, moore",4,26,6.5,0
"kate, thomas",4,14,3.5,0
"pooja, sharma",6,42,7,0
"giuseppe, greco",3,92,30.666666666666668,0
"juan, romero",5,53,10.6,0
"david, brewster",3,253,84.33333333333333,0
"stefano, mariani",4,135,33.75,0
"andrew, collins",3,57,19,0
"alexander, braun",3,9,3,0
"david, hunt",7,30,4.285714285714286,0
"jonathan, bray",3,40,13.333333333333334,0
"daisuke, sato",9,72,8,0
"laura, conti",3,70,23.333333333333332,0
"john, horton",3,97,32.333333333333336,0
"alexey, kalinin",5,90,18,0
"thomas, walker",3,60,20,0
"steven, williams",7,118,16.857142857142858,0
"piotr, krajewski",3,26,8.666666666666666,0
"aman, kumar",4,17,4.25,0
"ramesh, s",5,44,8.8,0
"jorge, dias",3,101,33.666666666666664,0
"david, gilbert",4,118,29.5,0
"andrew, mitchell",7,144,20.571428571428573,0
"santanu, ghosh",3,50,16.666666666666668,0
"chirag, patel",3,32,10.666666666666666,0
"david, miller",19,320,16.842105263157894,0
"paula, ribeiro",3,23,7.666666666666667,0
"ankit, kumar",4,22,5.5,0
"sanjay, tyagi",3,15,5,0
"sérgio, pereira",3,30,10,0
"steven, meyers",3,45,15,0
"matthew, hudson",3,15,5,0
"stephen, ball",3,92,30.666666666666668,0
"hyunjun, kim",4,39,9.75,0
"sanghun, lee",3,35,11.666666666666666,0
"sunhee, lee",6,44,7.333333333333333,0
"john, bell",4,40,10,0
"peter, lund",3,172,57.333333333333336,0
"cheng, zeng",3,19,6.333333333333333,0
"pragya, sharma",3,24,8,0
"muhammad, naeem",3,31,10.333333333333334,0
"masahiro, yamada",3,63,21,0
"mahmoud, ali",3,54,18,0
"jun hee, lee",4,54,13.5,0
"peter, gould",3,27,9,0
"michael, newton",4,37,9.25,0
"petr, dvorak",3,33,11,0
"brian, schmidt",6,341,56.833333333333336,0
"doaa, ibrahim",4,48,12,0
"jessica, johnson",4,39,9.75,0
"antonio, correia",4,168,42,0
"roman, fedorenko",3,31,10.333333333333334,0
"anil, sharma",6,144,24,0
"jan, stanek",3,9,3,0
"joshua, jacobs",3,81,27,0
"paul, taylor",11,454,41.27272727272727,0
"david, chapman",4,111,27.75,0
"daniel, gonzalez",6,123,20.5,0
"adam, summers",3,114,38,0
"david, foster",4,76,19,0
"luis, meneses",3,49,16.333333333333332,0
"md, hasanuzzaman",3,92,30.666666666666668,0
"steven, dunn",3,109,36.333333333333336,0
"sean, doherty",3,9,3,0
"anna, koroleva",3,23,7.666666666666667,0
"hector, gomez",4,224,56,0
"dhirendra, kumar",4,50,12.5,0
"mehmet, aydin",3,79,26.333333333333332,0
"anna, popova",4,45,11.25,0
"aaron, kaplan",3,88,29.333333333333332,0
"kiran, patil",3,38,12.666666666666666,0
"trang, nguyen",13,50,3.8461538461538463,0
"dmitry, kuzmin",4,49,12.25,0
"jaswinder, singh",6,46,7.666666666666667,0
"joshua, hill",3,63,21,0
"chris, roberts",3,167,55.666666666666664,0
"sergey, filippov",4,87,21.75,0
"daniel, johnson",8,189,23.625,0
"andrew, gray",5,129,25.8,0
"saket, kumar",3,18,6,0
"paulo, medeiros",3,11,3.6666666666666665,0
"colin, jones",4,127,31.75,0
"pradeep, singh",4,38,9.5,0
"vladimir, levin",3,37,12.333333333333334,0
"helen, brooks",4,64,16,0
"rodrigo, soares",3,16,5.333333333333333,0
"david, crossman",3,90,30,0
"laurent, petit",3,67,22.333333333333332,0
"ahmed, kamal",4,49,12.25,0
"thanh, tran",4,78,19.5,0
"irina, selezneva",3,12,4,0
"nicole, moore",4,33,8.25,0
"mohamed, rizk",3,151,50.333333333333336,0
"richard, parker",6,116,19.333333333333332,0
"sri, wahyuni",6,31,5.166666666666667,0
"mohit, bajaj",3,11,3.6666666666666665,0
"michael, hart",3,33,11,0
"juan, lopez",5,109,21.8,0
"robert, hughes",3,60,20,0
"satish, mishra",3,37,12.333333333333334,0
"rachel, abbott",3,44,14.666666666666666,0
"john, king",4,30,7.5,0
"andrew, anderson",3,63,21,0
"ekta, gupta",3,11,3.6666666666666665,0
"ashfaq, ahmed",3,42,14,0
"omar, khan",7,55,7.857142857142857,0
"lucas, pereira",8,125,15.625,0
"kazi, rahman",3,12,4,0
"jun, kang",3,70,23.333333333333332,0
"ashley, ross",3,28,9.333333333333334,0
"frank, lee",3,89,29.666666666666668,0
"matthew, roberts",3,13,4.333333333333333,0
"thomas, nguyen",3,25,8.333333333333334,0
"imran, rahman",4,76,19,0
"john, quinn",3,273,91,0
"tuan, pham",6,39,6.5,0
"david, curtis",4,90,22.5,0
"olga, ermakova",3,25,8.333333333333334,0
"kevin, chow",3,7,2.3333333333333335,0
"laura, riva",3,41,13.666666666666666,0
"mustafa, aydin",3,15,5,0
"timothy, hughes",4,210,52.5,0
"charlie, hall",3,22,7.333333333333333,0
"masoud, mirzaei",3,179,59.666666666666664,0
"elias, oliveira",3,23,7.666666666666667,0
"david, watkins",3,21,7,0
"ravindra, singh",4,83,20.75,0
"manoj, singh",3,104,34.666666666666664,0
"james, allen",4,35,8.75,0
"claire, mitchell",3,10,3.3333333333333335,0
"prashant, kumar",11,92,8.363636363636363,0
"ahmed, taha",4,33,8.25,0
"algazy, zhauyt",3,45,15,0
"jonathan, jones",5,364,72.8,0
"joao, monteiro",3,94,31.333333333333332,0
"kevin, thomas",5,81,16.2,0
"bruno, henriques",3,184,61.333333333333336,0
"cameron, smith",5,39,7.8,0
"kevin, wright",4,46,11.5,0
"takashi, kato",4,405,101.25,0
"nicholas, greene",3,134,44.666666666666664,0
"loc, nguyen",3,24,8,0
"ju young, kim",3,63,21,0
"maria, magnusson",4,54,13.5,0
"rafał, nowak",3,14,4.666666666666667,0
"seung-woo, lee",3,45,15,0
"ana, neves",3,80,26.666666666666668,0
"catherine, moore",5,83,16.6,0
"michael, wagner",4,77,19.25,0
"kristen, brown",4,30,7.5,0
"sujito, sujito",3,22,7.333333333333333,0
"juliana, cardoso",3,51,17,0
"david, britt",3,101,33.666666666666664,0
"david, bruce",5,149,29.8,0
"james, walton",3,60,20,0
"laura, payne",3,14,4.666666666666667,0
"atul, verma",3,56,18.666666666666668,0
"kentaro, tanaka",3,61,20.333333333333332,0
"neil, watson",3,65,21.666666666666668,0
"joanna, sikora",3,31,10.333333333333334,0
"james, phillips",4,53,13.25,0
"jaewon, lee",4,182,45.5,0
"pramod, kumar",11,171,15.545454545454545,0
"stephen, brown",8,277,34.625,0
"sarah, wheeler",3,53,17.666666666666668,0
"alper, yilmaz",3,49,16.333333333333332,0
"helen, davies",4,80,20,0
"catarina, coelho",4,41,10.25,0
"paul, lambert",3,198,66,0
"akanksha, gupta",3,7,2.3333333333333335,0
"hiroshi, morita",5,62,12.4,0
"arif, hussain",4,20,5,0
"dohyeong, kim",3,12,4,0
"amit, arora",5,30,6,0
"gabriela, garcia",3,18,6,0
"rajesh, sharma",7,67,9.571428571428571,0
"felipe, souza",3,13,4.333333333333333,0
"ali, yilmaz",3,16,5.333333333333333,0
"michael, hahn",5,99,19.8,0
"marco, gobbi",3,170,56.666666666666664,0
"thomas, robert",4,45,11.25,0
"philip, leonard",3,30,10,0
"joão, carneiro",3,59,19.666666666666668,0
"mohamed, badawy",4,100,25,0
"joão, abrantes",6,139,23.166666666666668,0
"dilpreet, singh",3,22,7.333333333333333,0
"david, hodgson",4,178,44.5,0
"adriano, silva",3,18,6,0
"bianca, silva",4,37,9.25,0
"jan, bauer",3,186,62,0
"roberto, moreno",4,20,5,0
"marco, brambilla",3,158,52.666666666666664,0
"won jun, choi",3,13,4.333333333333333,0
"ari, wibowo",3,30,10,0
"naveed, akhtar",3,43,14.333333333333334,0
"andrew, reynolds",4,22,5.5,0
"joão, moreira",4,31,7.75,0
"robert, jacobs",3,91,30.333333333333332,0
"anand, joshi",4,121,30.25,0
"patrick, fischer",3,10,3.3333333333333335,0
"tatiana, efimova",3,41,13.666666666666666,0
"leonardo, ortega",3,50,16.666666666666668,0
"mohamed, khalil",7,67,9.571428571428571,0
"andreas, fischer",5,133,26.6,0
"yao, rong",3,14,4.666666666666667,0
"milan, shrestha",3,20,6.666666666666667,0
"jin, choi",3,51,17,0
"miguel, ferreira",5,64,12.8,0
"michael, roche",5,95,19,0
"david, evans",14,767,54.785714285714285,0
"emma, smith",5,59,11.8,0
"zachary, smith",8,66,8.25,0
"muhammad, anees",3,41,13.666666666666666,0
"neha, singh",6,29,4.833333333333333,0
"charles, roberts",3,257,85.66666666666667,0
"paul, hill",3,11,3.6666666666666665,0
"jinyoung, kim",4,34,8.5,0
"soo yeon, kim",3,32,10.666666666666666,0
"xin, kang",3,32,10.666666666666666,0
"karl, andersson",3,97,32.333333333333336,0
"raman, singh",4,22,5.5,0
"nathaniel, jones",3,24,8,0
"robert, powell",3,7,2.3333333333333335,0
"alexander, baker",6,75,12.5,0
"simone, silva",6,23,3.8333333333333335,0
"bruno, machado",3,43,14.333333333333334,0
"sarah, moore",7,74,10.571428571428571,0
"bruno, rodrigues",5,85,17,0
"david, mcilroy",3,63,21,0
"tiago, costa",5,30,6,0
"emily, freeman",3,22,7.333333333333333,0
"mark, robinson",7,248,35.42857142857143,0
"ji-hyun, kim",3,14,4.666666666666667,0
"pedro, sanchez",3,33,11,0
"jongmin, lee",6,115,19.166666666666668,0
"daniel, vieira",5,45,9,0
"sagar, patel",3,29,9.666666666666666,0
"md mehedi, hasan",5,28,5.6,0
"kenji, nakamura",4,99,24.75,0
"muhammad, amjad",4,27,6.75,0
"adam, schneider",4,23,5.75,0
"miguel, santos",3,29,9.666666666666666,0
"benjamin, lee",9,65,7.222222222222222,0
"matthias, becker",6,57,9.5,0
"charlotte, hall",3,33,11,0
"yuki, naito",3,63,21,0
"sergio, lopez",3,61,20.333333333333332,0
"michael, clark",3,40,13.333333333333334,0
"tuan, tran",7,152,21.714285714285715,0
"daniela, alves",3,9,3,0
"deepak, gupta",9,74,8.222222222222221,0
"alexander, rodin",4,30,7.5,0
"jason, fritz",3,20,6.666666666666667,0
"yury, kuznetsov",3,39,13,0
"mahesh, patil",4,59,14.75,0
"tanvir, ahmed",5,26,5.2,0
"joão, cardoso",7,274,39.142857142857146,0
"joana, silva",10,151,15.1,0
"carl, anderson",4,65,16.25,0
"anders, jensen",4,40,10,0
"ryan, paul",4,14,3.5,0
"sachin, kadam",3,40,13.333333333333334,0
"maarten, bakker",3,24,8,0
"eunjung, lee",4,46,11.5,0
"ellen, robertson",3,9,3,0
"david, morris",7,86,12.285714285714286,0
"jin young, park",5,120,24,0
"marcus, santos",3,12,4,0
"morteza, heidari",3,22,7.333333333333333,0
"lauren, taylor",5,31,6.2,0
"asad, khan",5,151,30.2,0
"stefan, heinen",3,24,8,0
"ehsan, adeli",3,75,25,0
"satoshi, yoshida",3,56,18.666666666666668,0
"ivan, ivanov",10,147,14.7,0
"peter, henriksen",3,56,18.666666666666668,0
"michael, page",5,45,9,0
"amanda, white",3,17,5.666666666666667,0
"christian, bauer",3,76,25.333333333333332,0
"seung-jun, lee",3,32,10.666666666666666,0
"mohamed, radwan",6,131,21.833333333333332,0
"maria, vasilyeva",3,36,12,0
"andrew, moran",3,22,7.333333333333333,0
"alex, joseph",3,29,9.666666666666666,0
"sungshin, kim",4,31,7.75,0
"cristina, lopes",4,44,11,0
"yong hwan, kim",4,30,7.5,0
"hyungjun, kim",5,110,22,0
"craig, johnson",4,127,31.75,0
"jun, zhuang",3,99,33,0
"irfan, khan",7,98,14,0
"robert, dudley",3,61,20.333333333333332,0
"ana, rodriguez",3,148,49.333333333333336,0
"ngan, nguyen",3,24,8,0
"saurabh, mishra",4,31,7.75,0
"robert, mcgrath",3,16,5.333333333333333,0
"elena, ivanova",9,95,10.555555555555555,0
"joana, rocha",4,15,3.75,0
"mariana, rocha",5,37,7.4,0
"dipak, patil",4,33,8.25,0
"philip, white",3,247,82.33333333333333,0
"philip, murray",3,235,78.33333333333333,0
"hiroshi, ikeda",3,103,34.333333333333336,0
"william, johnson",9,236,26.22222222222222,0
"ben, parkinson",3,22,7.333333333333333,0
"andrei, ivanov",3,52,17.333333333333332,0
"muhammad, hasan",4,46,11.5,0
"mark, wilkinson",4,41,10.25,0
"brian, hanley",3,59,19.666666666666668,0
"eric, gottlieb",3,19,6.333333333333333,0
"ahmed, hussein",9,192,21.333333333333332,0
"julian, koch",3,44,14.666666666666666,0
"mi young, lee",3,17,5.666666666666667,0
"john, anderson",7,40,5.714285714285714,0
"jiang, yi",3,42,14,0
"david, edwards",8,307,38.375,0
"john, foster",4,82,20.5,0
"viktor, danchuk",3,60,20,0
"john, morrissey",3,126,42,0
"jason, king",3,55,18.333333333333332,0
"ross, williams",3,26,8.666666666666666,0
"andrea, vitali",3,59,19.666666666666668,0
"danielle, lee",3,31,10.333333333333334,0
"daniel, duncan",3,28,9.333333333333334,0
"daniel, cleary",3,138,46,0
"lucy, robinson",4,39,9.75,0
"john, chapman",5,26,5.2,0
"robert, wilson",8,212,26.5,0
"john, stone",3,66,22,0
"rishi, patel",4,26,6.5,0
"mostafa, ali",4,64,16,0
"sergey, pavlov",5,68,13.6,0
"joshua, jones",4,24,6,0
"paulo, cardoso",3,34,11.333333333333334,0
"helena, soares",3,110,36.666666666666664,0
"satoshi, ono",3,161,53.666666666666664,0
"david, smith",42,2768,65.9047619047619,0
"muhammad, ahsan",5,34,6.8,0
"steven, taylor",3,69,23,0
"lígia, almeida",3,12,4,0
"michael, hirsch",3,53,17.666666666666668,0
"aditi, sharma",5,14,2.8,0
"jonathan, rogers",4,72,18,0
"paulo, pinto",4,99,24.75,0
"john, rees",3,16,5.333333333333333,0
"daniel, wong",4,32,8,0
"david, gray",8,158,19.75,0
"sarah, cooper",3,15,5,0
"laura, petersen",3,13,4.333333333333333,0
"zahra, hosseini",5,21,4.2,0
"tatiana, ageeva",3,55,18.333333333333332,0
"ashutosh, singh",9,95,10.555555555555555,0
"sean, sullivan",3,8,2.6666666666666665,0
"joão, caldeira",3,51,17,0
"jae min, lee",3,37,12.333333333333334,0
