"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0003-2617-9339",2903071266,"alex collie","","alex collie","alex collie","ross iles"
"0000-0002-9927-3345",2790326910,"kesharsingh","","kesharsingh patil","kesharsingh j. patil","vasim r. shaikh"
"0000-0002-1087-0443",2766436225,"chakraborty","","darpan chakraborty","d. chakraborty","r. saha"
"0000-0002-8854-8956",2922393024,"bittencourt","","roberto bittencourt","roberto a. bittencourt","suenny m. souza"
"0000-0001-6158-1222",1993934806,"haiyan song","","haiyan song","haiyan song","robert van der veen"
"0000-0002-9847-7784",2070821895,"xiaojuan ma","","xiaojuan ma","xiaojuan ma","yu chen"
"0000-0003-2752-0535",2044948025,"lin-fa wang","","lin-fa wang","lin-fa wang","zhengli shi"
"0000-0001-6530-8143",2050387542,"giambelluca","","luis alberto giambelluca","l. giambelluca","a. m. marino de remes lenicov"
"0000-0002-2990-0470",2027299437,"karen banai","","karen banai","karen banai","merav ahissar"
"0000-0003-4434-9434",1588599256,"kee-won kim","","kee-won kim","kee-won kim","kee-young yoo"
"0000-0001-7289-9586",2782373761,"hyeon jeong","","hyeon jeong suh","suhhyeon jeong","hwangjeong-hwan"
"0000-0002-0491-3208",2805025127,"sedelnikova","","olga sedelnikova","o. v. sedelnikova","d. i. yuko"
"0000-0002-9379-0923",2908218902,"chien thang","","doan chien thang","chien thang doan","thi ngoc tran"
"0000-0002-7471-815X",2771331082,"wen-li chen","","wen-li chen","wen-li chen","feng xu"
"0000-0002-2144-3498",2009286614,"feng-min li","","feng-min li","feng-min li","jin-zhang xu"
"0000-0002-3465-8594",2782349177,"zefeng yang","","zefeng yang","zefeng yang","shuangyi yin"
"0000-0002-1072-2694",2598106171,"max crispin","","max crispin","max crispin","gemma e. seabright"
"0000-0001-8888-4274",2007829484,"aleksandrov","","lyubomir aleksandrov","l. aleksandrov","r. iordanova"
"0000-0001-7130-9054",2091795691,"bojan cukic","","bojan cukic","bojan cukic","sean banerjee"
"0000-0002-8524-9467",2784657118,"abdelraheem","","abdelraheem aly","abdelraheem m. aly","sang-wook lee"
"0000-0002-0855-5313",2169861594,"christopher","","christopher schmid","christopher h. schmid","susan y. chu"
"0000-0003-0058-7588",2013288530,"peter smith","","peter smith","peter smith","steve martin"
"0000-0002-9389-9849",2086253044,"ivo alxneit","","ivo alxneit","ivo alxneit","mattias karlsson"
"0000-0001-6025-5353",2026839680,"neena jaggi","","neena jaggi","neena jaggi","manoj giri"
"0000-0001-8246-0999",1868090725,"xuewen wang","","xuewen wang","xuewen wang","arlette perry"
"0000-0002-4616-4831",1520716032,"yatsimirsky","","anatoly yatsimirsky","a.k. yatsimirsky","m.v. rekharsky"
"0000-0003-1960-2629",2799550971,"guizhi wang","","guizhi wang","guizhi wang","ehui tan"
"0000-0002-3188-7172",2008917546,"van leeuwen","","willem van leeuwen","w. van leeuwen","v. likholetov"
"0000-0002-9931-1137",2152510094,"darae jeong","","darae jeong","darae jeong","junseok kim"
"0000-0002-9413-9294",2266069582,"geoffrey ng","","geoffrey ng","k. c. geoffrey ng","mario lamontagne"
"0000-0002-6935-7775",2489214728,"marco greco","","marco greco","marco greco",""
"0000-0003-4019-2345",2544976173,"sunil kumar","","sunil kumar prabhakar","p. sunil kumar","e. praveen kumar"
"0000-0003-2528-3572",1916805847,"zichao lian","","zichao lian","zichao lian","wenchao wang"
"0000-0001-6187-0737",2137323374,"dukjoon kim","","dukjoon kim","dukjoon kim","anh hoang dam"
"0000-0002-7771-5501",2469225029,"ingo mauser","","ingo mauser","ingo mauser","jan müller"
"0000-0002-0623-3046",2601049590,"marco polin","","marco polin","marco polin","youjin deng"
"0000-0001-9386-0445",1972115100,"paola fossa","","paola fossa","paola fossa","luisa mosti"
"0000-0003-1942-7699",2038631546,"jonas lantz","","jonas lantz","jonas lantz","matts karlsson"
"0000-0003-4261-2702",2603987972,"daniel ryan","","daniel ryan","daniel ryan","sangeeta jaiswal"
"0000-0003-3739-9839",2065666726,"mashkovtsev","","rudolf mashkovtsev","r. i. mashkovtsev","v. p. solntsev"
"0000-0001-5368-706X",2517329029,"sik lok lam","","sik lok lam","sik lok lam","pei guo"
"0000-0001-5542-4968",2133962760,"donna huryn","","donna huryn","donna huryn","xioahai gong"
"0000-0002-6972-2787",1994085564,"christopher","","christopher moore","christopher l. moore","brooks walsh"
"0000-0002-3364-8933",2058684468,"arnab maity","","arnab maity","arnab maity","clemontina a. davenport"
"0000-0001-5571-2812",2105741371,"eddy sotelo","","eddy sotelo","eddy sotelo","enrique ravina"
"0000-0002-2281-2056",2912927502,"christopher","","christopher friese","christopher r. friese","marjorie c. mccullagh"
"0000-0003-3776-6141",2604774485,"xinrui duan","","xinrui duan","xinrui duan","hui wang"
"0000-0003-1412-6395",1672384224,"mark simons","","mark simons","mark simons","belle philibosian"
"0000-0002-6964-3819",2750724331,"christopher","","christopher nolan","christopher j nolan","anthony barker"
"0000-0002-0890-1570",2068526183,"akio utsugi","","akio utsugi","akio utsugi","toru kumagai"
"0000-0002-7433-9766",2806910646,"jirong long","","jirong long","jirong long","john blangero"
"0000-0002-1280-6234",2092418154,"banapurmath","","nagaraj banapurmath","n r banapurmath","p g tewari"
"0000-0001-6971-187X",2125796801,"scheerlinck","","nico scheerlinck","n. scheerlinck","n. de belie"
"0000-0002-5306-2788",2085662815,"kutateladze","","semen kutateladze","s. s. kutateladze",""
"0000-0002-9717-1038",2033221011,"david seder","","david seder","david seder",""
"0000-0002-6229-5938",1993892474,"noellemeyer","","elke noellemeyer","e. noellemeyer","p. coremberg"
"0000-0002-8271-4255",1990673580,"yoram barak","","yoram barak","yoram barak","eyal shamir"
"0000-0003-4454-5056",2403516808,"hisse arnts","","hisse arnts","hisse arnts","ronald h.m.a. bartels"
"0000-0002-6494-4268",2805970882,"yongtai yin","","yongtai yin ","yongtai yin","hongbo chao"
"0000-0002-3976-0053",2476026078,"fu lee wang","","fu lee wang","fu lee wang","xiangfeng luo"
"0000-0002-3343-2913",2781929058,"paschalidis","","ioannis paschalidis","ioannis ch. paschalidis","theodora s. brisimi"
"0000-0002-6084-3275",1754839473,"jinming han","","jinming han","jinming han","xinmei jiang"
"0000-0001-6359-9418",2090154242,"nora cullen","","nora cullen","nora cullen","anna labuda"
"0000-0001-9851-1754",1988136051,"joonwon lim","","joonwon lim","joonwon lim","won jun lee"
"0000-0002-1169-3098",2005051492,"maria piles","","maria piles","maria piles","jordi martínez-vilalta"
"0000-0003-3973-6800",2612605023,"manappallil","","robin manappallil","robin george manappallil","shanija p"
"0000-0003-2443-0569",2025104368,"xiaowei nie","","xiaowei nie","xiaowei nie","zhaoping qiu"
"0000-0001-8627-7200",2789769253,"jose rafael","","jose rafael lopes","jose rafael nascimento lopes","jose celio silveira andrade"
"0000-0002-3328-9571",1998474604,"osamu ohara","","osamu ohara","osamu ohara","hiroshi kitamura"
"0000-0003-3391-9067",2777075393,"masaki sano","","masaki sano","masaki sano","wenling an"
"0000-0001-9792-5605",2078883746,"vanangamudi","","murugesan vanangamudi","vanangamudi murugesan","yenamandra s. prabhakar"
"0000-0002-2834-0934",2921042328,"hermann yao","","hermann yao","hermann yao","esaïe soya"
"0000-0003-3181-0818",2150965548,"akio namiki","","akio namiki","akio namiki","taku senoo"
"0000-0001-6569-5497",172801870,"fatos xhafa","","fatos xhafa","fatos xhafa","crina grosan"
"0000-0002-0816-9682",2078401974,"pierre kory","","pierre kory","pierre kory","michael j. silverberg"
"0000-0002-1812-2976",2803793494,"chulmin joo","","chulmin joo","chulmin joo","hemin lee"
"0000-0001-8827-1451",2617168095,"peter sheng","","peter sheng","y. peter sheng","ruizhi zou"
"0000-0002-9903-9698",2537854405,"katy ferris","","katy ferris","katy ferris","james marson"
"0000-0003-3482-8634",2094387834,"izhar ahmad","","izhar ahmad","izhar ahmad","t. r. gulati"
"0000-0002-3632-8417",2076783025,"rishi kumar","","rishi kumar","rishi kumar","k.k. raina"
"0000-0002-3253-4088",2070620685,"yongping li","","yongping li","yongping li","gordon h. huang"
"0000-0003-3208-9778",1994879032,"baeza-yates","","ricardo baeza-yates","ricardo a. baeza-yates",""
"0000-0001-5340-4437",2096205389,"boris ferko","","boris ferko","boris ferko","marina stukova"
"0000-0002-3227-4490",2149884738,"christopher","","christopher haggerty","christopher m. haggerty","jonathan d. suever"
"0000-0003-3163-7998",1974608079,"zhenyu yang","","zhenyu yang","zhenyu yang","zixing lu"
"0000-0002-0221-8084",2569923358,"chengbin ma","","chengbin ma","chengbin ma","chen zhao"
"0000-0001-8535-3400",2026636177,"szczerbakow","","andrzej szczerbakow","a szczerbakow","e dynowska"
"0000-0001-6255-316X",1987352395,"masahiko abe","","masahiko abe","masahiko abe","hideki sakai"
"0000-0002-0459-1528",2044065690,"franco rolfo","","franco rolfo","franco rolfo","chiara groppo"
"0000-0003-2330-5838",749141308,"milan bláha","","milan bláha","milan bláha","stanislav filip"
"0000-0002-9872-4407",2027007378,"ridha yacoub","","ridha yacoub","ridha yacoub","zakaria boucheche"
"0000-0001-8274-8407",2012399033,"karen fowler","","karen fowler","karen fowler","victor r leverenz"
"0000-0003-4169-2237",2571731355,"khairul anam","","khairul anam","khairul anam","adel al jumaily"
"0000-0003-4939-084X",2743568907,"alessio celi","","alessio celi","alessio celi","maciej lewenstein"
"0000-0002-2567-2052",2810163921,"abdul sattar","","abdul sattar","abdul sattar","nina ghanbari ghooshchi"
"0000-0002-1377-7076",2803218890,"Ünal akkaya","","Ünal akkaya","Ünal akkaya","alexander dockhorn"
"0000-0002-5310-6648",2011721425,"wook jae yoo","","wook jae yoo","wook jae yoo","kyoung won jang"
"0000-0002-1965-0594",1981256607,"oszczepalski","","slawomir oszczepalski","s oszczepalski","r gratzer"
"0000-0002-9766-0085",2063835244,"mounir hamdi","","mounir hamdi","mounir hamdi","kaishun wu"
"0000-0001-5888-6228",2466170987,"shalamitskiy","","maksim shalamitskiy","m. yu. shalamitskiy","g. i. naumov"
"0000-0002-0368-5979",2546035705,"iain raeburn","","iain raeburn","iain raeburn","sooran kang"
"0000-0001-7491-6319",2336828040,"giannakoulas","","george giannakoulas","giorgos giannakoulas","giorgos hatziathanasiou"
"0000-0003-2931-1083",2192669398,"gun-hee moon","","gun-hee moon","gun-hee moon","jungwon kim"
"0000-0002-4880-9138",2073735075,"tatsuki ohji","","tatsuki ohji","tatsuki ohji","hua tay lin"
"0000-0002-2705-0396",2079291751,"fazel ansari","","fazel ansari","fazel ansari","lefteris angelis"
"0000-0001-6654-7795",2011002180,"manqiang liu","","manqiang liu","manqiang liu","xiaofang mao"
"0000-0001-8055-8036",1996566488,"hosseinimehr","","seyed jalal hosseinimehr","s. j. hosseinimehr","s. akhlaghpoor"
"0000-0002-0409-1507",2013754075,"jean-charles","","broudic jean-charles","jean-charles broudic","christine bouyer"
"0000-0003-2391-473X",1982991372,"yi-wei chang","","yi-wei chang","yi-wei chang","chung wang"
"0000-0001-7015-7204",2155579141,"walter bosch","","walter bosch","walter bosch","sushil beriwal"
"0000-0002-7579-9449",2750682977,"motoki miura","","motoki miura","motoki miura","manabu ito"
"0000-0003-1427-841X",2151031518,"melanie tran","","melanie tran","melanie tran","meagan m davies"
"0000-0003-4951-8970",2015995275,"emanuel bubl","","emanuel bubl","emanuel bubl","ludger tebartz van elst"
"0000-0002-7766-2745",2073910834,"ferenc weisz","","ferenc weisz","ferenc weisz","ushangi goginava"
"0000-0001-8070-0602",99755327,"himanshu rai","","himanshu rai","himanshu rai","roshni khare"
"0000-0001-5191-2286",2515636946,"rita tojeiro","","rita tojeiro","rita tojeiro","joel r. brownstein"
"0000-0002-4069-6917",2103933676,"tomi ohtsuki","","tomi ohtsuki","tomi ohtsuki","tohru kawarabayashi"
"0000-0003-0066-3712",2891829611,"diego porras","","diego porras","diego porras","laura gellis"
"0000-0002-9967-5483",2809260764,"xi-zhong liu","","xi-zhong liu","xi-zhong liu","zhi-mei lou"
"0000-0001-9603-2792",2035315252,"brendan howe","","brendan howe","brendan howe",""
"0000-0002-7731-6818",2788181108,"yongjie yang","","yongjie yang","yongjie yang","jiong guo"
"0000-0001-5540-1491",1960671206,"maria muñoz","","maria muñoz","maria muñoz","sílvia atrian"
"0000-0001-7112-3866",2296571256,"jae-hwan cho","","jae-hwan cho","jae-hwan cho","hae-kag lee"
"0000-0002-7887-5435",2041328355,"illarramendi","","m. asunción illarramendi","m a illarramendi","t del rio gaztelurrutia"
"0000-0003-3741-7048",2745545402,"hari prasad ","","hari prasad  osuru","hari prasad osuru","mark p. beenhakker"
"0000-0001-9602-555X",1966645947,"eric marceau","","eric marceau","eric marceau","patricia beaunier"
"0000-0002-1244-4181",1817466803,"jong soo kim","","jong soo kim","jong soo kim","manuel drees"
"0000-0002-3125-9010",2083894836,"volkan bakis","","volkan bakis","volkan bakis","petr svoboda"
"0000-0001-9250-9629",1988635430,"gaurang rami","","gaurang rami","gaurang rami",""
"0000-0002-9561-5029",1822318586,"aitor cazón","","aitor cazón","aitor cazón","jorge g. prada"
"0000-0002-0674-8066",2725157984,"the-anh pham","","the-anh pham","the-anh pham","mathieu delalandre"
"0000-0003-1784-5870",2774161839,"haiwen zhang","","haiwen zhang","haiwen zhang","han zhou"
"0000-0002-0546-2779",2103903366,"chenglong yu","","chenglong yu","chenglong yu","rong l. he"
"0000-0003-2992-9342",2206607016,"failoc-rojas","","virgilio efrain failoc-rojas","virgilio e. failoc-rojas","carolina molina-ayasta"
"0000-0001-6833-5825",2017305366,"daniela radu","","daniela radu","daniela radu","jonathan v. caspar"
"0000-0002-0749-6104",2063061113,"nicola volpi","","nicola volpi","nicola volpi","paola valentini"
"0000-0003-2819-4284",2800108829,"gera neufeld","","gera neufeld","gera neufeld","nerri duvshani"
"0000-0003-0658-8709",2072822655,"sangit kumar","","sangit kumar","sangit kumar","bhagat singh bhakuni"
"0000-0001-5401-2208",2545031104,"savita gupta","","savita gupta","savita gupta","rashmi vishraj"
"0000-0001-8883-3119",2780939761,"severinghaus","","jeffrey severinghaus","jeffrey p. severinghaus","benjamin birner"
"0000-0002-9825-496X",2015361704,"isao okazaki","","isao okazaki","isao okazaki","masaki kitajima"
"0000-0002-1774-7931",2899239370,"john s. peel","","john s. peel","john s. peel",""
"0000-0002-2702-4163",2016840392,"sven brandau","","sven brandau","sven brandau","andreas böhle"
"0000-0001-6423-4461",2095212000,"de erausquin","","gabriel a. de erausquin","gabriel de erausquin","gary brooker"
"0000-0002-1883-9547",1987214987,"israel pecht","","israel pecht","israel pecht","scot wherland"
"0000-0001-9451-3437",2167274506,"daniel epron","","daniel epron","daniel epron","fabienne froux"
"0000-0002-6428-4626",2887163447,"elena sesana","","elena sesana","elena sesana","alexandre s. gagnon"
"0000-0003-4632-9736",2323378211,"shinichi abe","","shinichi abe","shinichi abe","taku noguchi"
"0000-0002-9829-9893",2029173373,"zheshuai lin","","zheshuai lin","zheshuai lin","zhanggui hu"
"0000-0001-5052-939X",2119121406,"lirong zhong","","lirong zhong","lirong zhong","z. fred zhang"
"0000-0002-8703-5366",1978645894,"morgan sheng","","morgan sheng","morgan sheng","maria passafaro"
"0000-0002-7434-3239",2545888784,"tansu alpcan","","tansu alpcan","tansu alpcan","sonja buchegger"
"0000-0002-8660-7430",2712330022,"paolo iodice","","paolo iodice","paolo iodice","adolfo senatore"
"0000-0001-6060-9203",1996420286,"hetherington","","alistair hetherington","alistair m. hetherington","martin r. mcainsh"
"0000-0001-5162-4954",2918269861,"abdel-khalik","","ayman abdel-khalik","ayman samy abdel-khalik","shehab ahmed"
"0000-0003-1910-6748",2286181279,"arnaud monty","","arnaud monty","arnaud monty","william ortmans"
"0000-0003-2751-1196",2058866922,"lydia patton","","lydia patton","lydia patton",""
"0000-0002-9017-8915",2577961623,"marcin brycz","","marcin brycz","marcin brycz",""
"0000-0001-8371-3820",753554233,"sanz-herrera","","josé a. sanz-herrera","j.a. sanz-herrera","m. doblaré"
"0000-0002-1084-6814",2132644407,"minhong wang","","minhong wang","minhong wang","ada wong"
"0000-0002-8075-5926",2139354194,"pérez-cabal","","m.angeles pérez-cabal","m.a. pérez-cabal","r. alenda"
"0000-0002-4884-9818",2799675965,"c. hakan gur","","c. hakan gur","c. hakan gur",""
"0000-0002-6851-4695",2772572454,"jianfeng zhu","","jianfeng zhu","jianfeng zhu","wei guo"
"0000-0001-9912-1168",2906491104,"marcus jones","","marcus jones","marcus jones","andrew k. tobias"
"0000-0003-4866-1206",2894277675,"ajay dadhich","","ajay dadhich","ajay dadhich","j. k. deegwal"
"0000-0003-1673-8088",2510732490,"wei hong lim","","wei hong lim","wei hong lim","leehter yao"
"0000-0002-1338-6147",2080887339,"farman ullah","","farman ullah","farman ullah","ghulam sarwar"
"0000-0001-5612-9020",2556057506,"anna jansson","","anna jansson","anna jansson","sveinn ragnarsson"
"0000-0002-0530-1326",2110033583,"yu matsumoto","","yu matsumoto","yu matsumoto","makoto oba"
"0000-0002-5396-7202",2093433782,"holger hoche","","holger hoche","holger hoche","herbert scheerer"
"0000-0002-5819-2880",2094146481,"eva feindler","","eva feindler","eva feindler",""
"0000-0003-0725-9368",2082117132,"sarah samadi","","sarah samadi","sarah samadi","françois pompanon"
"0000-0003-1666-4525",1978445587,"john holford","","john holford","john holford","peter jarvis"
"0000-0003-3013-0175",2045573538,"serena righi","","serena righi","serena righi","luigi bruzzi"
"0000-0002-6588-6047",2740944122,"chunmeng sun","","chunmeng sun","chunmeng sun","jiasheng tu"
"0000-0002-5942-2203",2809708015,"khodabakhshi","","farzad khodabakhshi","f. khodabakhshi","h. eskandari"
"0000-0001-5036-5188",1911652809,"donavan hall","","donavan hall","donavan hall","e. c. palm"
"0000-0002-3015-3206",2006398704,"ken kurosaki","","ken kurosaki","ken kurosaki","hiroaki muta"
"0000-0001-6386-9107",2804348655,"sarah wigley","","sarah wigley","sarah wigley","charles thomas parker"
"0000-0002-5401-514X",2032067610,"joji ohshita","","joji ohshita","joji ohshita","mitsuo ishikawa"
"0000-0002-3005-7716",2205815960,"edwin dauber","","edwin dauber","edwin dauber","arvind narayanan"
"0000-0002-6567-1804",2151361514,"majid ghiass","","majid ghiass","majid ghiass","alejandro d. rey"
"0000-0002-4476-6433",2883342176,"sreerag gopi","","sreerag gopi","sreerag gopi","anitha pius"
"0000-0003-3195-1522",2084068132,"anshu pandey","","anshu pandey","anshu pandey","philippe guyot-sionnest"
"0000-0001-9102-0178",2870743593,"tiejun zhang","","tiejun zhang","tiejun zhang","daniel choi"
"0000-0003-4639-7739",2738049629,"hesam maleki","","hesam maleki","hesam maleki","mohammad kazemeini"
"0000-0001-9092-9144",2081786326,"stefano pini","","stefano pini","stefano pini","giovanni severino"
"0000-0001-6941-2896",2315044033,"ben jeffares","","ben jeffares","ben jeffares",""
"0000-0001-6798-0451",2047107739,"yongbo huang","","yongbo huang","yongbo huang","changan li"
"0000-0002-7895-2541",2920151178,"sufyan ilyas","","sufyan ilyas","sufyan ilyas",""
"0000-0001-8005-7864",2151134781,"van der goot","","atze jan van der goot","a.j. van der goot","m.a.i. schutyser"
"0000-0003-2100-0280",2065288649,"fred pereira","","fred pereira","fred pereira","edward nylen"
"0000-0002-2777-8758",2755459043,"yadong jiang","","yadong jiang","yadong jiang","ricardo monteiro"
"0000-0002-3010-3663",1985783336,"cheng-ran du","","cheng-ran du","cheng-ran du","bernd steffes"
"0000-0003-3199-6624",2019990754,"grazia guidi","","grazia guidi","grazia guidi","alessandro poli"
"0000-0002-4498-8511",2051210308,"keith wesnes","","keith wesnes","keith wesness","leslie gresson walker"
"0000-0003-4605-8227",2065123663,"manuel rubio","","manuel rubio","manuel rubio","ana garcía-ibarra"
"0000-0002-9464-0476",2521215694,"hui fang lim","","hui fang lim","hui fang lim","julian wei-tze tang"
"0000-0001-8755-3596",2129869813,"koutsantonis","","george koutsantonis","george a. koutsantonis","brian w. skelton"
"0000-0002-1198-6835",2012528161,"hiroshi naka","","hiroshi naka","hiroshi naka","aki matsuoka"
"0000-0001-6245-1550",2607952714,"youqing wang","","youqing wang","youqing wang","yueyang li"
"0000-0001-6396-9845",2012190492,"anantharaman","","perumal anantharaman","p. anantharaman","r. ramasubburayan"
"0000-0001-9121-807X",2782515874,"seiji kamada","","seiji kamada","seiji kamada","eiji ohtani"
"0000-0003-0193-4369",2049231093,"hubert stein","","hubert stein","hubert stein","j. michael smith"
"0000-0003-4855-5542",2031359094,"pedro oromí","","pedro oromí","pedro oromí","carlos villacorta"
"0000-0002-1155-3490",2076531480,"sarah elwood","","sarah elwood","sarah elwood","katharyne mitchell"
"0000-0001-7600-062X",2141863983,"krichevskaya","","marina krichevskaya","m. krichevskaya","a. kachina"
"0000-0001-7077-160X",2918489320,"linjiang zhu","","linjiang zhu","linjiang zhu","dan jiang"
"0000-0002-0965-8568",2791381962,"xiaoqing pan","","xiaoqing pan","xiaoqing pan","xiaoqian zhang"
"0000-0003-2916-9320",2018599880,"robert laing","","robert laing","robert laing","claire newman"
"0000-0002-5945-6147",2543818474,"adam mestyan","","adam mestyan","adam mestyan",""
"0000-0003-4134-0354",2164987751,"olga gonchar","","olga gonchar","olga gonchar",""
"0000-0002-4420-3008",2476200144,"urs utzinger","","urs utzinger","urs utzinger","carrie brookner"
"0000-0002-3442-2493",2583788454,"karen hambly","","karen hambly","karen hambly","kai mithoefer"
"0000-0002-8426-1886",2806105145,"piet de jong","","piet de jong","piet de jong",""
"0000-0001-9941-3822",2852238924,"manas sarkar","","manas sarkar","manas sarkar","shilang xu"
"0000-0001-9571-6658",2329096998,"nitinchandra","","nitinchandra patel","nitinchandra d. patel","daniel r. fandrick"
"0000-0002-1870-6197",2000820864,"dingzhen liu","","dingzhen liu","dingzhen liu","huaiqing deng"
"0000-0003-0843-1254",1829953419,"aline oriani","","aline oriani","aline oriani","kaire de oliveira nardi"
"0000-0002-6819-9250",2020848721,"boaz rafaely","","boaz rafaely","boaz rafaely","tomer peleg"
"0000-0001-5119-427X",2914090320,"margaritelis","","nikos margaritelis","nikos v. margaritelis","michalis g. nikolaidis"
"0000-0003-3774-2924",2609426024,"claire lynch","","claire lynch","claire lynch",""
"0000-0002-1422-6399",2039092513,"paiva-santos","","carlos o. paiva-santos","o. paiva-santos","a.d.s. costa"
"0000-0001-7276-3566",2115018721,"john akudugu","","john akudugu","john akudugu","antonio serafin"
"0000-0002-8212-4351",2324632337,"clara locher","","clara locher","clara locher","catherine mouchel"
"0000-0002-7016-644X",1971886198,"bayram sahin","","bayram sahin","bayram sahin","alparslan demir"
"0000-0002-4134-0904",2758937120,"mukhopadhyay","","swati mukhopadhyay","s. mukhopadhyay","g. c. layek"
"0000-0002-8212-8619",263083649,"paula devine","","paula devine","paula devine","katrina lloyd"
"0000-0002-6198-9620",2908366756,"djamel samai","","djamel samai","djamel samai","abdelmalik taleb-ahmed"
"0000-0001-9854-6076",1985745568,"sanming zhou","","sanming zhou","sanming zhou","mohammad a. iranmanesh"
"0000-0002-5311-1594",2019724440,"emi murayama","","emi murayama","emi murayama","karima kissa"
"0000-0001-8097-5104",2884247359,"didit adytia","","didit adytia","didit adytia","poerbandono"
"0000-0002-8718-330X",2729393580,"daniel wilke","","daniel wilke","daniel wilke","nicolin govender"
"0000-0002-4684-8184",2058663197,"soraya zenati","","soraya zenati","soraya zenati","abdelhani boukrouche"
"0000-0003-3757-3921",2466268337,"robert bestak","","robert bestak","robert bestak","s. smys"
"0000-0001-5693-7722",847742212,"paolo saracco","","paolo saracco","paolo saracco","laiachi el kaoutit"
"0000-0002-2008-5908",2343604420,"raj agnihotri","","raj agnihotri","raj agnihotri","kevin j. trainor"
"0000-0001-9476-3284",2020182805,"gergely röst","","gergely röst","gergely röst",""
"0000-0001-9114-7945",2053834347,"shibghatullah","","abdul shibghatullah","abdul samad shibghatullah","shahrin sahib"
"0000-0002-0646-7635",1991967958,"qing-an huang","","qing-an huang","qing-an huang","xiao-lin yuan"
"0000-0001-6263-7806",2063521065,"felipe kremer","","felipe kremer","felipe kremer","dinesh chandra agarwal"
"0000-0001-9943-3997",2006386459,"xiaorong zhou","","xiaorong zhou","xiaorong zhou","yong zhang"
"0000-0002-0804-4337",2304625774,"johan desmedt","","johan desmedt","johan desmedt","jochen hanssens"
"0000-0001-5005-6596",1983049923,"thierry baron","","thierry baron","thierry baron","bassem salem"
"0000-0003-0028-9847",2276907169,"jelena purać","","jelena purać","jelena purać","danijela kojić"
"0000-0002-1504-2479",2067980232,"carla isernia","","carla isernia","carla isernia","ilaria baglivo"
"0000-0003-4441-5219",2805596543,"marissa ogren","","marissa ogren","marissa ogren","yujia peng"
"0000-0003-4622-6665",2025152211,"hsun-hsun lin","","hsun-hsun lin","hsun-hsun lin","hong-yi chiu"
"0000-0001-5776-4392",2776120107,"yingjun zhang","","yingjun zhang","yingjun zhang","xin yang"
"0000-0001-9039-4581",2169181613,"michael marks","","michael marks","michael marks","pavel kroupa"
"0000-0003-3862-4348",2252707134,"nazim habibov","","nazim habibov","nazim habibov","elvin afandi"
"0000-0002-7717-3626",2920985764,"woo-sik jeong","","woo-sik jeong","woo-sik jeong","van-long truong"
"0000-0003-3296-7374",2001024960,"natanya meyer","","natanya meyer","natanya meyer",""
"0000-0002-7248-6551",2121785567,"antonis rokas","","antonis rokas","antonis rokas","kriston l. mcgary"
"0000-0002-6905-1186",1974165036,"steven culler","","steven culler","steven culler","stephen j boccuzzi"
"0000-0002-5759-0078",2049653234,"robert gordon","","robert gordon","robert gordon","epaminondas mastorakos"
"0000-0002-9669-1330",2094225177,"luigi sciarra","","luigi sciarra","luigi sciarra","elena marras"
"0000-0002-4817-4339",2093002189,"avik mazumder","","avik mazumder","avik mazumder","arvind kumar gupta"
"0000-0002-8629-1210",2670863506,"arryn robbins","","arryn robbins","arryn robbins","collin scarince"
"0000-0003-2393-3041",2038651296,"michael grubb","","michael grubb","michael grubb","farhana yamin"
"0000-0002-9307-8215",1990536420,"yuji kajiwara","","yuji kajiwara","yuji kajiwara","jia-huai tan"
"0000-0003-1006-7594",2043445027,"f. richard yu","","f. richard yu","f. richard yu","shengrong bu"
"0000-0002-0069-5856",1964471324,"marco picasso","","marco picasso","marco picasso","martin funk"
"0000-0002-7388-8894",2811360746,"grazia totaro","","grazia totaro","grazia totaro","andrea negroni"
"0000-0002-3310-6587",2038434620,"michele piana","","michele piana","michele piana","jan schwämmlein"
"0000-0001-5599-5744",2806573962,"susan guthrie","","susan guthrie","susan guthrie","ioana ghiga"
"0000-0003-0862-9455",2039158009,"toledo-cuevas","","elva mayra toledo-cuevas","mayra toledo-cuevas","blanca barquera"
"0000-0002-8291-5778",2135884679,"julian newman","","julian newman","julian newman","xiaofeng gong"
"0000-0001-8366-984X",1980971292,"istvan albert","","istvan albert","istvan albert","sara j zanton"
"0000-0002-5388-1169",2321321566,"ana arenillas","","ana arenillas","ana arenillas","jianjun ma"
"0000-0001-5045-3663",2165823597,"revathi bacsa","","revathi bacsa","revathi bacsa","eva castillejos"
"0000-0002-8777-3000",2626435446,"philippe evon","","philippe evon","philippe evon","evelien uitterhaegen"
"0000-0001-7960-6432",2618720738,"nasser samadi","","nasser samadi","nasser samadi","jamal mohammadian"
"0000-0003-4043-8296",2892128235,"mateus crespo","","mateus crespo","mateus crespo","mariane sousa fontes"
"0000-0001-5120-4546",2058595020,"van velthoven","","cindy van velthoven","cindy t.j. van velthoven","frank van bel"
"0000-0002-4623-2718",1979682978,"shotaro akaho","","shotaro akaho","shotaro akaho","toshihiro kamishima"
"0000-0003-4915-6295",2739106815,"jianwei cheng","","jianwei cheng","jianwei cheng","fangyuan liu"
"0000-0002-4002-1725",2109507900,"choon nam ong","","choon nam ong","choon nam ong","gang liu"
