"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0003-3892-421X","7b34277166c448c61ff4343a580b2eb7b7003c7b","mahdi rezaei","","mahdi rezaei","mahdi rezaei","mutsuhiro terauchi"
"0000-0001-9826-444X","875cd09d49f8dbd3dbcf794816acd805686be5cc","mario morger","","mario morger","mario morger","christoph a. schaltegger"
"0000-0003-1483-6231","7569c418646046346a87d3880625226fff0cd69c","sudip pandey","","sudip pandey","sudip pandey","anil aryal"
"0000-0001-8078-9395","f3005b3d26886b4ad25f3a1a683b4067cdc446e3","eric korpela","","eric korpela","eric korpela","jill tarter"
"0000-0002-4474-8710","666ce5f7894c7a8a40f7de3f9f8182ff6c1cae7d","aznar-moreno","","jose aznar-moreno","jose a aznar-moreno","antonio javier moreno-pérez"
"0000-0001-8584-1041","5647e9a221871bc50f613050d8c8bf006ac0129f","chaomei chen","","chaomei chen","chaomei chen","vladimir geroimenko"
"0000-0002-4342-3471","055a2a5c23fc9253c6328b2daad22fcdf187c3bf","oliver esper","","oliver esper","oliver esper","andreas borchers"
"0000-0002-7103-1344","9dfb336f8b68955a31c8281ebe9b79bbf766cca1","ho seong seo","","ho seong seo","ho seong seo","min jeong oh"
"0000-0003-3732-7755","ea35d594890eb9414800f41b9e9a7cd6debbbac9","markus walzl","","markus walzl","markus walzl","bettina klaus"
"0000-0001-6379-2656","c5e0be29f4fb5c6c2f858da39fa952da7ec668ce","xiaoqing zuo","","xiaoqing zuo","xiaoqing zuo","xia yong-hua"
"0000-0002-4772-0465","a05235e603c482f9cdd3452ace186b2dd6c5851c","erwin widodo","","erwin widodo","erwin widodo","dody hartanto"
"0000-0001-7351-6815","a1e568b40a8eeb9325ad2a310340c167d144feb4","mila petrova","","mila petrova","mila petrova","r lall"
"0000-0001-6987-2550","db0a740d67eb820c900c9f7e4f134d0b71b2eab9","vineet gupta","","vineet gupta","vineet gupta","annette gylling"
"0000-0003-2200-8284","56d3c5d797796aa6178bc7f0c1bff6c6b58008cd","kesheng wang","","kesheng wang","kesheng wang","dashuang luo"
"0000-0001-9586-7771","a239ee802cfd3aa5e0bba76c3ae77c338ceb5a37","carlos zaldo","","carlos zaldo","carlos zaldo","eduardo zarza moya"
"0000-0003-3106-4173","8d68c534f2c254a049822da6b7e143904a65f019","shuping zhuo","","shuping zhuo","shuping zhuo","jin zhou"
"0000-0003-1501-4774","f0d1db4db28d8383b0b27ec7c4ef8c8c473f194f","oude voshaar","","richard oude voshaar","richard c oude voshaar","s.p.j. van alphen"
"0000-0003-4609-7242","890137b7b04bb4b2150c39f701ae959b89256793","munkh-erdene","","munkh-erdene altangerel","a. munkh-erdene","v. battsengel"
"0000-0002-5585-8149","74ebb333a5db1c8739c21b11af838586a52646cd","buron brarda","","martín e. buron brarda","martin e. buron brarda","alejandro javier garcía"
"0000-0002-0569-7316","40028e5dc9c937680b2b77b782506b41cabe37c7","ali aghdassi","","ali aghdassi","ali aghdassi","matthias sendler"
"0000-0002-3625-6003","2cbb07288008de32dab0038b54d1195f8ab8397b","pierre ganty","","pierre ganty","pierre ganty","pedro valero"
"0000-0002-8398-7810","fa82dc51d705bdc9d1601c11343f0fde8ac08686","abdul rehman","","abdul rehman","abdul rehman","muhammad awais"
"0000-0002-9358-9998","378666879342523faab043a84cc6beb31f86c829","abraham john","","abraham john","swamidoss abraham john","ramasamy ramaraj"
"0000-0003-3797-942X","80399133b3d41e90b6ace874736d9e4ab582f2cf","antti rasila","","antti rasila","antti rasila","saminathan ponnusamy"
"0000-0002-3456-0271","c209e32e88c81d31296c469c3acbbdd2bb4bbcf6","tom hauffman","","tom hauffman","tom hauffman","kristof marcoen"
"0000-0003-0402-1899","1389f33b2fb14a546d05a4ec2f764ec057ebf4be","julien maire","","julien maire","julien maire","amandine coyer"
"0000-0001-8413-3385","9f9e4b1e2a15130d3a155fc0df8b34462bbf1dcb","tae hyun kim","","tae hyun kim","tae hyun kim","tak yun"
"0000-0002-8832-8187","7cc48eddb932027f35577e52567eb3c708a27e73","mu-hyun baik","","mu-hyun baik","mu-hyun baik","richard a. friesner"
"0000-0003-3511-2662","f091871585826a32a518da2ffb60f7a93fcd1bbd","aydin sezgin","","aydin sezgin","aydin sezgin","anas chaaban"
"0000-0002-4805-3780","46ddc3c7e6ad5d366f99c82238327e91ca37ed7c","handing wang","","handing wang","handing wang","xingyi zhang"
"0000-0001-7235-755X","63a7435a7585d185c9941ed400a378b6032911f5","rolf pelster","","rolf pelster","rolf pelster","astrid naumann"
"0000-0002-8110-9424","65a550d9c4b50f4b522b5b9cd6cd733821039cc4","faridah abas","","faridah abas","faridah abas","sharida fakurazi"
"0000-0001-7853-1344","f607f5fde20c796517aebb1dfbbfcc1ed8aa824f","angela loyse","","angela loyse","angela loyse","tihana a bicanic"
"0000-0003-4189-3514","69957ad6d8e089b082e8c1ac0745ae486b3769c0","roman chrast","","roman chrast","roman chrast","bastian peter"
"0000-0002-5895-438X","64e1e8b35297b5dc1f75d93a5f220f99f4ca4a14","stelian vlad","","stelian vlad","stelian vlad","aurelian stanciu"
"0000-0002-0096-9263","0b93e5362beaaea76d559f6733e763a8fbebf0d9","mohamed zaki","","mohamed zaki","mohamed zaki","norman sheppard"
"0000-0002-6003-2034","0f889758d918d3371ab0cdaca064c04d587c4cbe","merlinde kay","","merlinde kay","merlinde kay","ben elliston"
"0000-0001-6791-8658","9b6f3bd0c69bd1c37c2afb63a456076d1186ed72","leeor kronik","","leeor kronik","leeor kronik","or cohen"
"0000-0001-8985-3111","46288a1a6adccb857270035bdf70cce970c4bf17","schermerhorn","","alice schermerhorn","alice c. schermerhorn","aina puce"
"0000-0003-0348-7910","24a7dbcd118605e4fa778dbf5d64861898044d8a","hongliang li","","hongliang li","hongliang li","rong he"
"0000-0001-8190-3786","5767c605e719b5f30baacaa4af7c766377c9eb4f","senthilarasu","","senthilarasu sundaram","sundaram senthilarasu","sudam d. chavhan"
"0000-0001-8423-9147","31d3e2b4d1446fc9bc99302471829fc4fd24f74e","kelli borges","","kelli borges","kelli borges dos santos","angelo atalla"
"0000-0001-6398-6493","83c831ca6c37ff9299b40e849ae7174679df5065","martin riese","","martin riese","martin riese","hanlin chen"
"0000-0002-8756-8357","4e95e7d76d3daeaba25f6b0d46e5f3f5f1f58d3a","josé arturo","","josé arturo garcía vázquez","josé arturo garcía-vázquez","antonio sousa-pedrares"
"0000-0002-1920-2900","1c161f0d4b31b6cc3178a0c544c12402edb63a2c","anuj chauhan","","anuj chauhan","anuj chauhan","manoj varshney"
"0000-0002-0936-3460","6cbf8639aca2abb76037f6d182535ed8a514c39a","barrowclough","","oliver barrowclough","oliver joseph david barrowclough","jon mikkelsen hjelmervik"
"0000-0002-1672-7445","7c01d7b90ab4e02fd9fcffa8c7677acee8d25f57","jeongmin lee","","jeongmin lee","jeongmin lee","dong in suh"
"0000-0001-8697-855X","4c6bd8c6fc2e9d7f271a0491f213efe8dd1157e9","nima ghaviha","","nima ghaviha","nima ghaviha","markus bohlin"
"0000-0002-6445-2335","8bcde179b128da08fdffa4e24fc27aa6e3f01344","akemi tagiri","","akemi tagiri","akemi tagiri","takao komatsuda"
"0000-0001-9949-1644","c8582272092c8a36ad229d94f98d94a04eb76537","john tisdell","","john tisdell","john tisdell",""
"0000-0001-8327-3108","a0b238890b8b80c156e70874ebb454ecea28dbf3","yonghong liu","","yonghong liu","yonghong liu","xiu-ping lin"
"0000-0001-6045-4192","42a1fd7683a3f41e1e9b287726e9e9a7b85412bd","gregor lucic","","gregor lucic","gregor lucic","john stix"
"0000-0001-7021-7502","45258418534e4f9e931babd0ea737fdca8c9d873","faizan ahmad","","faizan ahmad","faizan ahmad","romana ishrat"
"0000-0001-6671-8582","55df33c03b98be5e1e313494fac679a8554942fe","tanja kallio","","tanja kallio","tanja kallio","minna annala"
"0000-0001-8591-8176","da04fc544d0c133cd07365912c494fbd98acea8e","emma camacho","","emma camacho","emma camacho","gustavo a niño-vega"
"0000-0003-0499-2185","5cb8524cffec36346c4b9c28619d07e45286738b","mukhopadhyay","","ramaprosad mukhopadhyay","ranjan mukhopadhyay","p. r. vijayaraghavan"
"0000-0002-9976-4654","7da542901cc5ed09728a12fd4f86dbf331c320ce","vieira-leite","","cecilia vieira-leite","cecília vieira-leite","antonio j mosqueira"
"0000-0002-2333-4586","29a430f0ce13d866b089326e5f95eca31570d0f6","yixiang duan","","yixiang duan","yixiang duan","yishan wang"
"0000-0002-7739-5974","4a67a23409c4ebe54dfe998ed64d5e87a3a3dc2b","bryce french","","bryce french","bryce french","kaj h. johansen"
"0000-0002-0489-5521","e24bd3503a6384b714d62112e6a34c15ffc0c374","nan seuffert","","nan seuffert","nan seuffert","trish mundy"
"0000-0003-4787-5552","0c21e5ba9a96419ec98bedf2f488318d0be7e568","brenda caira","","brenda caira","brenda caira","oscar moreno-loaiza"
"0000-0002-6084-1851","88b8990183573ea903166024a0dcc3aed55d18e5","xiaodi huang","","xiaodi huang","xiaodi huang","jinsong bao"
"0000-0003-4728-4605","8d56fdf4cf683c0a5f752c8e6b4638f233f08ef8","richard idro","","richard idro","richard idro","charles r newton"
"0000-0002-0351-0650","7c3309baab2df2268a6546027f43e46b1547cdd8","hongying cao","","hongying cao","hongying cao","jingyu zhao"
"0000-0002-2773-2709","df35025f473983b6d4e7844233a2c32d778024bb","koutroubakis","","ioannis koutroubakis","ioannis e koutroubakis",""
"0000-0002-8778-1430","7fe87ace9beb585e00c43f44c9b284f9261591ff","anneli poska","","anneli poska","anneli poska","leili saarse"
"0000-0002-1209-9699","61aa0c8c324f9e9d6e66636c6dac0b7604a6e397","jingyi huang","","jingyi huang","jingyi huang","budiman minasny"
"0000-0002-0982-4191","5ea872eb57f143a8dedd0d149f89685759c0a100","gerardo soto","","gerardo soto","gerardo soto",""
"0000-0002-6713-798X","180582debc8e9f791141d005b0c78b1ce3fffe43","ademir neves","","ademir neves","ademir neves","ivo vencato"
"0000-0001-5077-0642","fde496a24b516ef841444e0af92e9306094bb80a","craig malloy","","craig malloy","craig malloy","matthew e merritt"
"0000-0002-1405-7089","68a66c0259e4d37b4570b65a2fa03473704c6e08","daniel hoyer","","daniel hoyer","daniel hoyer","guy sandner"
"0000-0003-3694-206X","b678ebd11afc796a606fd04a1eef420637b030cc","guoying zhao","","guoying zhao","guoying zhao","ziheng zhou"
"0000-0002-5162-8872","f53e511b17fe8af407c92c04090ced371fb58d65","carlo novara","","carlo novara","carlo novara","tyrone l. vincent"
"0000-0003-2559-7491","ec0e72f4095ae07af3b4c05f1140008e4ce708fb","teerasak lee","","teerasak lee","teerasak lee","rares bodnar"
"0000-0001-6996-7832","440a8813d4d51474f3c5e370a8dfeee1d10cf2bd","jakub prokop","","jakub prokop","jakub prokop","marcela skuhravá"
"0000-0003-0680-1549","8a48fb8c30ebc0d370b3ab4e8299ce08fecb59f9","katharigatta","","katharigatta venugopala","katharigatta narayanaswamy venugopala","thavendran govender"
"0000-0002-0139-9143","3cf1d0478fd3cc00cdbcfb051a8f12c9fdf2df1d","andreas till","","andreas till","andreas till","joerg steinmann"
"0000-0001-9581-9921","3974b398e9a5cef1268b8dd446b0d8cf68c63cc7","lidia borghi","","lidia borghi","lidia borghi","teresa bini"
"0000-0001-6508-9657","798c8d44f5c16e8dfaf8e6c0599680f5253e1a29","zavala-cerna","","maria guadalupe zavala-cerna","maría g zavala-cerna","isidro g zavala trujillo"
"0000-0002-6479-8360","b7463a027a1b42e69a1237e88650c64aff8a4bdd","marc clement","","marc clement","marc clement","marie-paule chauveheid"
"0000-0003-4997-4423","669c5e12d2505f78800f85bdcc08c46958c81b24","eric vincens","","eric vincens","eric vincens","christophe picault"
"0000-0002-1442-2883","3351a7a78bd0fc39e3104ce62041f95bf01b3db8","sari tappura","","sari tappura","sari tappura","johanna pulkkinen"
"0000-0002-0300-4088","611e7b7ea003a91b31864e269b28b68c69152bb7","sandra grace","","sandra grace","sandra grace","brett vaughan"
"0000-0002-2502-8750","2de99c2add36904d18f26443a4810ca2421331ca","giddy landan","","giddy landan","giddy landan","dan graur"
"0000-0001-8248-603X","723f59b5cca2bfaeab270f27abc927117a6482b5","jorge pullin","","jorge pullin","jorge pullin","rodolfo gambini"
"0000-0002-3649-0959","e6441fd82abd7605f21ed30bd1204cf2fabc4b99","chandrasekar","","chandrasekar arumugam","addarsh chandrasekar","b. dhanalakshmi"
"0000-0002-1684-1061","8d74456e30a455d9a9d53f7dd1600436a5b88e3e","weizhong qian","","weizhong qian","weizhong qian","fei wei"
"0000-0001-8607-733X","47c91f32546dc33848055ecf667a2d788dccff85","yoga suharman","","yoga suharman","yoga suharman","harist dwi wiratma"
"0000-0001-7245-8449","ebd37a075c92252a0b60e5a58cd689fbe87ab906","seok youn lee","","seok youn lee","seok youn lee","yong sung kim"
"0000-0003-0731-8428","5dfb4c36a46ac8d9ee9a18dd68328510c1f40af8","satoshi ishii","","satoshi ishii","satoshi ishii","masashi kijima"
"0000-0002-5396-487X","54343c5c93f1a334d216a4e7c9db19ded9006ef6","leonel merino","","leonel merino","leonel merino","jack m. slater"
"0000-0001-6708-8404","f66a021b3a8ca3a892a61539ebb51f3b609e60b0","tirza doniger","","tirza doniger","tirza doniger","yael rosenberg"
"0000-0002-9839-0566","102889ebd96a96e78eed5ac34e7f9e461d95d9e7","yahia bakelli","","yahia bakelli","yahia bakelli","abdallah khellaf"
"0000-0002-9481-5846","b403c91639849c3f0194fa8e1c6b1911e3235c1d","anna sperotto","","anna sperotto","anna sperotto","mattijs jonker"
"0000-0002-9304-2212","75bfb9d5006e86440c5d73aa208645c2565776e7","sandipan dhar","","sandipan dhar","sandipan dhar","subrata malakar"
"0000-0001-5769-5761","82f562c2a40fa799bf372c23ece8433198cf4431","yun chan kang","","yun chan kang","yun chan kang","kyeong youl jung"
"0000-0001-6944-9955","2cc36606bbf549351805e60f15a511d62004dd14","zhongshan gao","","zhongshan gao","zhongshan gao","suzanne bolhaar"
"0000-0002-5943-5186","3a95ad3fe993fe065fb1743f0fdace2aea1fd08b","kishor padala","","kishor padala","kishor padala","masilamani jeganmohan"
"0000-0002-4092-7068","31ac652959ebc4e840f1bd1ab829540af999048a","stefan sommer","","stefan sommer","stefan sommer","florian loertscher"
"0000-0003-4551-4294","c9cb1747bd78f66d505657167a8a99cdb290e112","jeong su park","","jeong su park","jeong su park","su haeng sung"
"0000-0001-9178-8857","29565787685543abe8a81f39d6b20da7b84f8d40","umer shafique","","umer shafique","umer shafique","muhammad abubakar salman"
"0000-0002-9203-3373","54223ad9f6c6922f136f9e391b995553c9e1a1f7","lucia margari","","lucia margari","lucia margari","maria gloria campa"
"0000-0002-8208-2518","7a46bef49053784599e5b3ffa107f14594cb23c0","saman khalesi","","saman khalesi","saman khalesi","rosita jamaluddin"
"0000-0002-1520-2268","0bd7c372056a9fd46f736705d9db4e83c1562046","laurent gatto","","laurent gatto","laurent gatto","lisa m. breckels"
"0000-0003-4271-1583","f6e4f8f99b462ebb9bd2cee51d65a894cdb73d10","lame akhlaghi","","lame akhlaghi","lame akhlaghi","ahmad reza meamar"
"0000-0002-2407-451X","7784e4f10e33b0433793509538e2db5d75257c58","deepika singh","","deepika singh","deepika singh","sanjeeb kumar sahoo"
"0000-0002-9101-3987","920ba138e06eb771d7962fc82b9378c2cbb87ad9","kaushal mehta","","kaushal mehta","kaushal mehta","judy h. squires"
"0000-0003-0025-7140","8e464b295ef43bc467ac456172293d5ad7d75ea3","denis denisov","","denis denisov","denis denisov","bert zwart"
"0000-0002-7207-1815","58c17a66f4693f281740ba23af89de2ac4516c28","piotr piecuch","","piotr piecuch","piotr piecuch","karol g. kowalski"
"0000-0002-7815-2501","b8112158a7bda2b08b9ebad7cc088a1393933f2d","matthias baaz","","matthias baaz","matthias baaz","dana s. scott"
"0000-0003-1953-2114","156ee3e3856722a5da94bab2f2096aa0b2211700","jussi mattila","","jussi mattila","jussi mattila","f. maerten"
"0000-0001-5670-1146","efbf9e65ec0d086e83b523c53c90751977916350","axel polleres","","axel polleres","axel polleres","javier d. fernández"
"0000-0002-3513-5285","dd02795ae27fa1db913d0b44b3bbef5fec96b693","pierre nehlig","","pierre nehlig","pierre nehlig","catherine guerrot"
"0000-0003-3347-896X","234b80de1cf3bbd7779ba7ecd106b8b23a8a3834","adriana fabra","","adriana fabra","adriana fabra","tania taurian"
"0000-0001-6545-8248","28135ee53e45bed549f1d7504c83ec99038d3c36","hiroyuki suda","","hiroyuki suda","hiroyuki suda","yasumasa suzuki"
"0000-0001-5329-1364","3d8aaf45fc4991e5044c2b81e91ac263dba00218","amir emamifar","","amir emamifar","amir emamifar","inger marie jensen hansen"
"0000-0002-4352-4600","7d6353b64f762addce0e389b692a0b050ed01e23","ruth endacott","","ruth endacott","ruth endacott","lynne a donohue"
"0000-0001-8609-0446","7038982b3ca62ed948e34f276baddb16126fb76f","andrzej kolek","","andrzej kolek","andrzej kolek",""
"0000-0003-3006-899X","4c9544d0e57584b833a03142197a01db985bdce2","abidur rahman","","abidur rahman","abidur rahman","poornima sukumar"
"0000-0001-7145-1974","f3a005064fc305c56c70f21f8fc1030e51ba5ef9","martin molina","","martin molina","martin molina","josé cuena"
"0000-0002-3482-1937","2f4f63ce14933b2e255afe34064869b4589f5dff","tanja batinac","","tanja batinac","tanja batinac","leo Čabrijan"
"0000-0003-4653-9442","65867f68dfd3a46a570856dd3854207bc001e014","sally roberts","","sally roberts","sally roberts","gerald d. johnson"
"0000-0003-4968-7678","f4966aaf1988e462e8eec532c7bfe11386e7092f","richard dodds","","richard dodds","richard dodds","john c. baird"
"0000-0002-7714-2432","95da6a220e3173b31ec493bc7364fe1d7584c603","sanchez-mazas","","alicia sanchez-mazas","a sanchez-mazas","mathias currat"
"0000-0003-3781-3219","1ab6d4811cf8d992434faaf51fa6a61902d8b6a2","jingzhou pang","","jingzhou pang","jingzhou pang","zhijiang dai"
"0000-0001-6648-8203","17ff38a644dfd3980fddfb9c28812fb6316083b9","alex carignan","","alex carignan","alex carignan","louis valiquette"
"0000-0002-9462-2649","4230c133012c99c4a3f939c7b33eb70f6bb84144","rudolf zeller","","rudolf zeller","rudolf zeller","peter h. dederichs"
"0000-0003-3342-112X","7809124cd67568d0ba43ee1ea0cba0103f71e489","sergii donets","","sergii donets","sergii donets","anton pershin"
"0000-0003-2323-7150","c878f37943793161be019f4bfb96f1c045c0045c","horner-devine","","alexander horner-devine","alexander r. horner-devine","jiayi pan"
"0000-0003-1806-7054","b0e9b85eaa5d4dd6276c21c70414b38ba206439e","céline berni","","céline berni","céline berni","eric barthélémy"
"0000-0002-9216-1295","dd2385b0c89642b6e6807c4c42bdbcdd6fb6dd0b","jiangfeng guo","","jiangfeng guo","jiangfeng guo","mingtian xu"
"0000-0002-1166-9047","893159e866f1df969fc63698c5db9aa10677c93b","shaolong gong","","shaolong gong","shaolong gong","chuluo yang"
"0000-0003-4426-1213","c864e40f10547730e501a55b79792ffe1469a7de","kavita pandey","","kavita pandey","kavita pandey","pankaj kumar yadav"
"0000-0002-2471-1232","960c4aaac8002e9ed27b43c2e8942cc11fca8e00","micha horacek","","micha horacek","micha horacek","rainer abart"
"0000-0003-4719-0764","d11fb19413aa497e3623cca82f439f8fadff8498","renzo cordina","","renzo cordina","renzo cordina","julia smith"
"0000-0002-3277-7506","0609be7aa93c44bf8fee1c386b067ce0cb1e9956","yuanqiang tan","","yuanqiang tan","yuanqiang tan","shengqiang jiang"
"0000-0002-1514-4600","ca044370baf95902d2d39fc7a5a6fb275d76619f","terrence deak","","terrence deak","terrence deak","robert l spencer"
"0000-0002-6319-061X","7ffdd2f724dcb63ffb7a3d0b441dfe663e5cbd09","helen roberts","","helen roberts","helen roberts","katrina roen"
"0000-0003-4959-4850","1de59bcf6285eac7b8a4c120515191ebc5955340","antonio largo","","antonio largo","antonio largo","javier rivera redondo"
"0000-0003-1690-5288","40ee56b601825a92a21b560dc5894bd720934ca7","eero kontturi","","eero kontturi","eero kontturi","anti rohumaa"
"0000-0001-6690-4879","3a6aba3b38024f4ecb7e494ab34c547f64d59391","wuh-liang hwu","","wuh-liang hwu","wuh-liang hwu","yih-yuan chang"
"0000-0002-9412-931X","bf5332afcd4086229d6051160b893e6dd641f7c8","sheng-han kuo","","sheng-han kuo","sheng-han kuo","joseph jankovic"
"0000-0002-9073-6024","d813c85945c342f8fa905bee4ef37c75b378f7a3","emilio hirsch","","emilio hirsch","emilio hirsch","elisa ciraolo"
"0000-0002-7619-0918","15cb8c774987b424d5b0c05a4f8e30aa6885580b","remo guerrini","","remo guerrini","remo guerrini","domenico regoli"
"0000-0003-2706-3522","c1a861a7205939c110f278201de083d03e2643b9","michael vogel","","michael vogel","michael vogel","bárbara koch"
"0000-0001-6888-4664","4d2ee148a2b26dd1cac8654dafe3671be2e59548","anurag mudgal","","anurag mudgal","anurag mudgal","padma vasudevan sen"
"0000-0003-2416-3464","77bd4f0236e18159dc297307c4e17913f09d257e","lucia mancini","","lucia mancini","lucia mancini","ramana sundara"
"0000-0001-6590-4850","3926bc8bfb5d9a8efa04ff451638aff30f3eab71","csaba centeri","","csaba centeri","csaba centeri","d. boecker"
"0000-0003-0210-6450","52c1700aac8be0d7c23a58ecc6fefef849f093ac","ahmed fitouhi","","ahmed fitouhi","ahmed fitouhi","sana guesmi"
"0000-0002-0394-0300","a4a7f516696fb7a0db2dc6472e04e453033f375a","schlossmacher","","michael schlossmacher","michael g. schlossmacher","matthew p. frosch"
"0000-0002-4243-3803","32afbfd839e49ab6aa6fe8e5373f4e2701511327","marek tylutki","","marek tylutki","marek tylutki","alessio recati"
"0000-0001-8160-5869","4a82efa89c03a24dfc69836391aa463d38817176","nigel pereira","","nigel pereira","nigel pereira",""
"0000-0001-9359-1214","f3b289cb06cfc7f1497cba6443356e912b4979d8","sergio abbate","","sergio abbate","sergio abbate","fernando formaggio"
"0000-0003-3038-9494","97d792db5064bd7d302cbbe315c2150977f97e25","vun khen chey","","vun khen chey","vun khen chey","i-ching chen"
"0000-0001-9064-8086","7c1af7d5e67f3770c28fb08cb70f542497ce4329","liliana ironi","","liliana ironi","liliana ironi","luigi panzeri"
"0000-0002-8227-0455","e319b93ef48a6364019036dffb70c09b4e886cdc","sankar chakma","","sankar chakma","sankar chakma","hanif a. choudhury"
"0000-0001-5777-1955","14838e2462476b2f1bab3a96782b5d3f43d28878","dolores viña","","dolores viña","dolores viña","esther del olmo"
"0000-0002-1448-0899","c56d2c39b21de3745d1386f0983ed52b4c68ce39","anthony brown","","anthony brown","anthony brown","charles denaro"
"0000-0001-6410-2805","48ced631f62d7190469ee8729f42fa6728fc1683","lisa mikesell","","lisa mikesell","lisa mikesell","marissa caldwell"
"0000-0001-8552-7490","d01ba4d07d24c1bd2d8935705002c284fad9d6d5","takashi osono","","takashi osono","takashi osono","hiroshi takeda"
"0000-0002-0574-3976","bc79e7542ec290c0231b9607053579b51411bed9","cécile monat","","cécile monat","cécile monat","stefan engelen"
"0000-0003-3631-7504","ea867b52f026d7c6e4a1d6d1e1c05455b855be92","luca leonardi","","luca leonardi","luca leonardi","lucia lo bello"
"0000-0001-6537-8096","f5932706dfc5fd1ffe4bcc1dee29c4b49a64336f","tamer mekkawy","","tamer mekkawy","tamer mekkawy","rugui yao"
"0000-0003-2212-0954","eb3249ee481f6d223d52b68e96646ad4e5c398a0","henk polinder","","henk polinder","henk polinder","frank h. gardner"
"0000-0001-6897-9700","081f65f38f7768c410f5ec432cbef8908ca9ecc7","tammo delhaas","","tammo delhaas","tammo delhaas","l. rammeloo"
"0000-0002-9737-6252","289ca42dec56c178ae885ef3f3a133591f0bb9e1","phob ganokroj","","phob ganokroj","phob ganokroj","bavornrat vanadurongwan"
"0000-0002-4895-2305","284e4c55e1101da5881b03a6255795b9ca253566","ismael martel","","ismael martel","ismael martel","juan marcelo arias"
"0000-0002-0820-4556","cad57ef19a1917700199ef5f76bf6627f0395b04","yogendra shah","","yogendra shah","yogendra shah","krishna chandra ojha"
"0000-0003-0963-4467","a08581cf40719cb7f4cb7c27644668372fe14ba1","opher donchin","","opher donchin","opher donchin","ronit givon-mayo"
"0000-0002-4860-8774","a81498bbccb71a9ef0ef41a39e0354a39b61771c","junying zhang","","junying zhang","junying zhang","feng pan"
"0000-0003-1066-9181","3e1b3ce77b62c542b32d3d08974299ab91b1a0c9","shailen nandy","","shailen nandy","shailen nandy",""
"0000-0003-2400-501X","563ec9ba0e1795d4aa81f8b713576ad2e78573c1","dietmar pfahl","","dietmar pfahl","dietmar pfahl","puneet kapur"
"0000-0001-7548-2823","26aff9e8025a52e1becc1ce0d049a1f94d8abe65","jianrong chen","","jianrong chen","jianrong chen","hongwei pang"
"0000-0003-0116-6347","53bfd6ced91a92cd14e287cc8f70e8b1fd0e3752","elisa passini","","elisa passini","elisa passini","simonetta genovesi"
"0000-0001-9567-6772","5453000ef5585365cf1285eea8fdbc7e8551ccb1","mikko jokinen","","mikko jokinen","mikko jokinen","hannu i. heikkinen"
"0000-0003-0821-1657","134648f04edabb4b2d094eae95298a39cf708c77","haifeng zhang","","haifeng zhang","haifeng zhang","jan a staessen"
"0000-0001-6337-7372","737174a4e8482c0d23bc351e5328d61ac61a24ad","paul kaneelil","","paul kaneelil","paul kaneelil","min pack"
"0000-0003-1645-5117","5de977f399b68828da0472ac6a3a0099e0d0d0f3","meredith reba","","meredith reba","meredith reba","karen c. seto"
"0000-0002-2673-9474","934071a43edd861ad6213a285652c4861e5b9ea4","aldana-montes","","josé f. aldana-montes","j.f. aldana-montes","m. del roldan-garcia"
"0000-0002-6241-8520","ec74d2caa08bdcc84ae2aab3669bd6d8aa3e55bf","joão janeiro","","joão janeiro","joão janeiro","ehsan sarhadi"
"0000-0002-8096-447X","acd515676cbbc8158df662dbced37c714341ac48","lawrence cram","","lawrence cram","lawrence cram","bahram mobasher"
"0000-0002-8717-7655","06daa2dfee4156f75994f60f83b1244a74b61dda","michel bosman","","michel bosman","michel bosman","nagarajan raghavan"
"0000-0002-6617-3786","4e9707c35661c96029e1d5d0766196f4d088d94d","steven dirven","","steven dirven","steven dirven","leo k. cheng"
"0000-0003-3083-0016","f5f1759c4460e0453c82d86929375fa8b63346dd","cyril foropon","","cyril foropon","cyril foropon","ana beatriz lopes de sousa jabbour"
"0000-0002-0738-1454","c463624154d6bc391db3a0e6e715f6d669c0e0d7","richard abram","","richard abram","richard abram","g. c. crow"
"0000-0002-4104-9471","91803b97d1ca1641785298b9a885e468bc269145","hua-jun huang","","hua-jun huang","hua-jun huang","hua zhong"
"0000-0001-6441-5748","b3d0f2730ad329599bd717727eb0e2f8c7b7f29d","marcel tichem","","marcel tichem","marcel tichem","bernhard karpuschewski"
"0000-0002-4953-5351","a14ed2410abee2351508faec39f5feb77f4ac9fe","caitlin carey","","caitlin carey","caitlin carey","mark g. vangel"
"0000-0003-2238-6736","76d11e5f74f7a2a4b4ff04fd9db3c4dfb17f8841","behzad samadi","","behzad samadi","behzad samadi","mike huang"
"0000-0002-4419-4965","6f33cfe95099be4cd3edd09f0b3a47055c0c1b8d","abraham schoe","","abraham schoe","abraham schoe","jaap tamino van dissel"
"0000-0003-0347-3797","c77bac2b4a0bd5e9ef3785fba77049ae6baace93","shyh wei teng","","shyh wei teng","shyh wei teng","guojun lu"
"0000-0002-9948-8258","d3ccafdbb69042778c64d7aab2afcb7f1faa124b","thomas porter","","thomas porter","thomas porter","jessica o. winter"
"0000-0002-7056-435X","589e751bf1edee4f363f1803628cef0402860791","kalyan barman","","kalyan barman","kalyan barman","rajat kumar pal"
"0000-0002-8579-449X","42ef7e850cce7f252391864c243ca7cb6f5b1abe","arun yethiraj","","arun yethiraj","arun yethiraj","kamakshi jagannathan"
